MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP002971,"6714 
2.7.10.2| Reactants
SRC proto-oncogene, non-receptor tyrosine kinase
SRC",2.7.10.2| Reactants,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC
MGP002972,"6715 
1.3.1.22| Reactants
steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)
SRD5A1",1.3.1.22| Reactants,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)",SRD5A1
MGP002973,"6716 
1.3.1.22| Reactants
steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)
SRD5A2",1.3.1.22| Reactants,"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)",SRD5A2
MGP005890,"79644 
1.3.1.94| Reactants
steroid 5 alpha-reductase 3
SRD5A3",1.3.1.94| Reactants,steroid 5 alpha-reductase 3,SRD5A3
MGP002976,"6720 -
sterol regulatory element binding transcription factor 1
SREBF1",-,sterol regulatory element binding transcription factor 1,SREBF1
MGP002977,"6721 -
sterol regulatory element binding transcription factor 2
SREBF2",-,sterol regulatory element binding transcription factor 2,SREBF2
MGP005639,"57522 -
SLIT-ROBO Rho GTPase activating protein 1
SRGAP1",-,SLIT-ROBO Rho GTPase activating protein 1,SRGAP1
MGP004648,"23380 -
SLIT-ROBO Rho GTPase activating protein 2
SRGAP2",-,SLIT-ROBO Rho GTPase activating protein 2,SRGAP2
MGP004045,"9901 -
SLIT-ROBO Rho GTPase activating protein 3
SRGAP3",-,SLIT-ROBO Rho GTPase activating protein 3,SRGAP3
MGP002411,"5552 -
serglycin
SRGN",-,serglycin,SRGN
MGP002974,"6717 -
sorcin
SRI",-,sorcin,SRI
MGP002978,"6723 
2.5.1.16| Reactants
spermidine synthase
SRM",2.5.1.16| Reactants,spermidine synthase,SRM
MGP002979,"6725 
2.7.10.2;| Reactants
src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
SRMS",2.7.10.2;| Reactants,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,SRMS
MGP002981,"6727 -
signal recognition particle 14kDa (homologous Alu RNA binding protein)
SRP14",-,signal recognition particle 14kDa (homologous Alu RNA binding protein),SRP14
MGP002982,"6728 -
signal recognition particle 19kDa
SRP19",-,signal recognition particle 19kDa,SRP19
MGP002983,"6729 -
signal recognition particle 54kDa
SRP54",-,signal recognition particle 54kDa,SRP54
MGP002984,"6730 -
signal recognition particle 68kDa
SRP68",-,signal recognition particle 68kDa,SRP68
MGP002985,"6731 -
signal recognition particle 72kDa
SRP72",-,signal recognition particle 72kDa,SRP72
MGP002980,"6726 -
signal recognition particle 9kDa
SRP9",-,signal recognition particle 9kDa,SRP9
MGP002986,"6734 -
signal recognition particle receptor (docking protein)
SRPR",-,signal recognition particle receptor (docking protein),SRPR
MGP005723,"63826 
4.3.1.17| Reactants
serine racemase
SRR",4.3.1.17| Reactants,serine racemase,SRR
MGP004177,"10250 -
serine/arginine repetitive matrix 1
SRRM1",-,serine/arginine repetitive matrix 1,SRRM1
MGP002812,"6426 -
serine/arginine-rich splicing factor 1
SRSF1",-,serine/arginine-rich splicing factor 1,SRSF1
MGP003851,"9295 -
serine/arginine-rich splicing factor 11
SRSF11",-,serine/arginine-rich splicing factor 11,SRSF11
MGP002813,"6427 -
serine/arginine-rich splicing factor 2
SRSF2",-,serine/arginine-rich splicing factor 2,SRSF2
MGP002814,"6428 -
serine/arginine-rich splicing factor 3
SRSF3",-,serine/arginine-rich splicing factor 3,SRSF3
MGP002815,"6429 -
serine/arginine-rich splicing factor 4
SRSF4",-,serine/arginine-rich splicing factor 4,SRSF4
MGP002816,"6430 -
serine/arginine-rich splicing factor 5
SRSF5",-,serine/arginine-rich splicing factor 5,SRSF5
MGP002817,"6431 -
serine/arginine-rich splicing factor 6
SRSF6",-,serine/arginine-rich splicing factor 6,SRSF6
MGP002818,"6432 -
serine/arginine-rich splicing factor 7
SRSF7",-,serine/arginine-rich splicing factor 7,SRSF7
MGP003650,"8683 -
serine/arginine-rich splicing factor 9
SRSF9",-,serine/arginine-rich splicing factor 9,SRSF9
MGP002988,"6741 -
Sjogren syndrome antigen B (autoantigen La)
SSB",-,Sjogren syndrome antigen B (autoantigen La),SSB
MGP002989,"6742 -
single-stranded DNA binding protein 1, mitochondrial
SSBP1",-,"single-stranded DNA binding protein 1, mitochondrial",SSBP1
MGP003625,"8636 -
Sjogren syndrome nuclear autoantigen 1
SSNA1",-,Sjogren syndrome nuclear autoantigen 1,SSNA1
MGP004597,"23145 -
SCO-spondin
SSPO",-,SCO-spondin,SSPO
MGP002990,"6745 -
signal sequence receptor, alpha
SSR1",-,"signal sequence receptor, alpha",SSR1
MGP002991,"6746 -
signal sequence receptor, beta (translocon-associated protein beta)
SSR2",-,"signal sequence receptor, beta (translocon-associated protein beta)",SSR2
MGP002992,"6747 -
signal sequence receptor, gamma (translocon-associated protein gamma)
SSR3",-,"signal sequence receptor, gamma (translocon-associated protein gamma)",SSR3
MGP002993,"6748 -
signal sequence receptor, delta
SSR4",-,"signal sequence receptor, delta",SSR4
MGP002994,"6749 -
structure specific recognition protein 1
SSRP1",-,structure specific recognition protein 1,SSRP1
MGP002995,"6750 -
somatostatin
SST",-,somatostatin,SST
MGP002996,"6751 -
somatostatin receptor 1
SSTR1",-,somatostatin receptor 1,SSTR1
MGP002997,"6752 -
somatostatin receptor 2
SSTR2",-,somatostatin receptor 2,SSTR2
MGP002998,"6753 -
somatostatin receptor 3
SSTR3",-,somatostatin receptor 3,SSTR3
MGP002999,"6754 -
somatostatin receptor 4
SSTR4",-,somatostatin receptor 4,SSTR4
MGP003000,"6755 -
somatostatin receptor 5
SSTR5",-,somatostatin receptor 5,SSTR5
MGP007300,"100528021 
6.3.3.2| Reactants
ST20-MTHFS readthrough
ST20-MTHFS",6.3.3.2| Reactants,ST20-MTHFS readthrough,ST20-MTHFS
MGP002833,"6482 
2.4.99.4| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ST3GAL1",2.4.99.4| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",ST3GAL1
MGP002834,"6483 
2.4.99.4| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ST3GAL2",2.4.99.4| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",ST3GAL2
MGP002836,"6487 
2.4.99.6| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ST3GAL3",2.4.99.6| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ST3GAL3
MGP002835,"6484 
2.4.99.-| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ST3GAL4",2.4.99.-| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ST3GAL4
MGP003724,"8869 
2.4.99.9| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ST3GAL5",2.4.99.9| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",ST3GAL5
MGP004227,"10402 
2.4.99.-| Reactants
ST3 beta-galactoside alpha-2,3-sialyltransferase 6
ST3GAL6",2.4.99.-| Reactants,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",ST3GAL6
MGP002832,"6480 
2.4.99.1| Reactants
ST6 beta-galactosamide alpha-2,6-sialyltranferase 1
ST6GAL1",2.4.99.1| Reactants,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1",ST6GAL1
MGP006150,"84620 
2.4.99.1| Reactants
ST6 beta-galactosamide alpha-2,6-sialyltranferase 2
ST6GAL2",2.4.99.1| Reactants,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2",ST6GAL2
MGP005500,"55808 
2.4.99.3
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
ST6GALNAC1",2.4.99.3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",ST6GALNAC1
MGP004305,"10610 
2.4.99.-
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
ST6GALNAC2",2.4.99.-,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",ST6GALNAC2
MGP006891,"256435 
2.4.99.-| Reactants
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
ST6GALNAC3",2.4.99.-| Reactants,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",ST6GALNAC3
MGP004914,"27090 
2.4.99.7| Reactants
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ST6GALNAC4",2.4.99.7| Reactants,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",ST6GALNAC4
MGP006061,"81849 
2.4.99.-
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
ST6GALNAC5",2.4.99.-,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",ST6GALNAC5
MGP005044,"30815 
2.4.99.-
ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
ST6GALNAC6",2.4.99.-,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",ST6GALNAC6
MGP002837,"6489 
2.4.99.8| Reactants
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ST8SIA1",2.4.99.8| Reactants,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",ST8SIA1
MGP003459,"8128 
2.4.99.-
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
ST8SIA2",2.4.99.-,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",ST8SIA2
MGP005102,"51046 
2.4.99.-
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
ST8SIA3",2.4.99.-,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",ST8SIA3
MGP003427,"7903 
2.4.99.-
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ST8SIA4",2.4.99.-,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",ST8SIA4
MGP005017,"29906 
2.4.99.-
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ST8SIA5",2.4.99.-,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",ST8SIA5
MGP006992,"338596 
2.4.99.-
ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
ST8SIA6",2.4.99.-,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",ST8SIA6
MGP004599,"23166 -
stabilin 1
STAB1",-,stabilin 1,STAB1
MGP005443,"55576 -
stabilin 2
STAB2",-,stabilin 2,STAB2
MGP004188,"10274 -
stromal antigen 1
STAG1",-,stromal antigen 1,STAG1
MGP004347,"10735 -
stromal antigen 2
STAG2",-,stromal antigen 2,STAG2
MGP004346,"10734 -
stromal antigen 3
STAG3",-,stromal antigen 3,STAG3
MGP003443,"8027 -
signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
STAM",-,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,STAM
MGP004180,"10254 -
signal transducing adaptor molecule (SH3 domain and ITAM motif) 2
STAM2",-,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,STAM2
MGP003001,"6770 -
steroidogenic acute regulatory protein
STAR",-,steroidogenic acute regulatory protein,STAR
MGP006246,"90627 -
StAR-related lipid transfer (START) domain containing 13
STARD13",-,StAR-related lipid transfer (START) domain containing 13,STARD13
MGP006530,"134429 -
StAR-related lipid transfer (START) domain containing 4
STARD4",-,StAR-related lipid transfer (START) domain containing 4,STARD4
MGP006000,"80765 -
StAR-related lipid transfer (START) domain containing 5
STARD5",-,StAR-related lipid transfer (START) domain containing 5,STARD5
MGP006615,"147323 -
StAR-related lipid transfer (START) domain containing 6
STARD6",-,StAR-related lipid transfer (START) domain containing 6,STARD6
MGP004001,"9754 -
StAR-related lipid transfer (START) domain containing 8
STARD8",-,StAR-related lipid transfer (START) domain containing 8,STARD8
MGP003002,"6772 -
signal transducer and activator of transcription 1, 91kDa
STAT1",-,"signal transducer and activator of transcription 1, 91kDa",STAT1
MGP003003,"6773 -
signal transducer and activator of transcription 2, 113kDa
STAT2",-,"signal transducer and activator of transcription 2, 113kDa",STAT2
MGP003004,"6774 -
signal transducer and activator of transcription 3 (acute-phase response factor)
STAT3",-,signal transducer and activator of transcription 3 (acute-phase response factor),STAT3
MGP003005,"6776 -
signal transducer and activator of transcription 5A
STAT5A",-,signal transducer and activator of transcription 5A,STAT5A
MGP003006,"6777 -
signal transducer and activator of transcription 5B
STAT5B",-,signal transducer and activator of transcription 5B,STAT5B
MGP003007,"6778 -
signal transducer and activator of transcription 6, interleukin-4 induced
STAT6",-,"signal transducer and activator of transcription 6, interleukin-4 induced",STAT6
MGP006910,"261729 -
STEAP family member 2, metalloreductase
STEAP2",-,"STEAP family member 2, metalloreductase",STEAP2
MGP005403,"55240 
1.16.1.-
STEAP family member 3, metalloreductase
STEAP3",1.16.1.-,"STEAP family member 3, metalloreductase",STEAP3
MGP003010,"6786 -
stromal interaction molecule 1
STIM1",-,stromal interaction molecule 1,STIM1
MGP003014,"6794 
2.7.11.1| Reactants
serine/threonine kinase 11
STK11",2.7.11.1| Reactants,serine/threonine kinase 11,STK11
MGP003551,"8428 
2.7.11.1| Reactants
serine/threonine kinase 24
STK24",2.7.11.1| Reactants,serine/threonine kinase 24,STK24
MGP005250,"51765 
2.7.11.1| Reactants
serine/threonine protein kinase 26
STK26",2.7.11.1| Reactants,serine/threonine protein kinase 26,STK26
MGP003011,"6788 
2.7.11.1
serine/threonine kinase 3
STK3",2.7.11.1,serine/threonine kinase 3,STK3
MGP003012,"6789 
2.7.11.1
serine/threonine kinase 4
STK4",2.7.11.1,serine/threonine kinase 4,STK4
MGP006758,"201254 -
stimulated by retinoic acid 13
STRA13",-,stimulated by retinoic acid 13,STRA13
MGP005760,"64220 -
stimulated by retinoic acid 6
STRA6",-,stimulated by retinoic acid 6,STRA6
MGP006279,"92335 -
STE20-related kinase adaptor alpha
STRADA",-,STE20-related kinase adaptor alpha,STRADA
MGP005431,"55437 -
STE20-related kinase adaptor beta
STRADB",-,STE20-related kinase adaptor beta,STRADB
MGP004472,"11171 -
serine/threonine kinase receptor associated protein
STRAP",-,serine/threonine kinase receptor associated protein,STRAP
MGP000217,"412 
3.1.6.2| Reactants
steroid sulfatase (microsomal), isozyme S
STS",3.1.6.2| Reactants,"steroid sulfatase (microsomal), isozyme S",STS
MGP001681,"3703 
2.4.99.18| Reactants
STT3A, subunit of the oligosaccharyltransferase complex (catalytic)
STT3A",2.4.99.18| Reactants,"STT3A, subunit of the oligosaccharyltransferase complex (catalytic)",STT3A
MGP004187,"10273 
6.3.2.-
STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
STUB1",6.3.2.-,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",STUB1
MGP003016,"6804 -
syntaxin 1A (brain)
STX1A",-,syntaxin 1A (brain),STX1A
MGP006325,"112755 -
syntaxin 1B
STX1B",-,syntaxin 1B,STX1B
MGP003017,"6810 -
syntaxin 4
STX4",-,syntaxin 4,STX4
MGP003018,"6812 -
syntaxin binding protein 1
STXBP1",-,syntaxin binding protein 1,STXBP1
MGP003019,"6814 -
syntaxin binding protein 3
STXBP3",-,syntaxin binding protein 3,STXBP3
MGP003696,"8803 
6.2.1.5| Reactants
succinate-CoA ligase, ADP-forming, beta subunit
SUCLA2",6.2.1.5| Reactants,"succinate-CoA ligase, ADP-forming, beta subunit",SUCLA2
MGP003695,"8802 
6.2.1.4| Reactants
succinate-CoA ligase, alpha subunit
SUCLG1",6.2.1.4| Reactants,"succinate-CoA ligase, alpha subunit",SUCLG1
MGP003694,"8801 
6.2.1.4| Reactants
succinate-CoA ligase, GDP-forming, beta subunit
SUCLG2",6.2.1.4| Reactants,"succinate-CoA ligase, GDP-forming, beta subunit",SUCLG2
MGP005559,"56670 -
succinate receptor 1
SUCNR1",-,succinate receptor 1,SUCNR1
MGP005778,"64426 -
suppressor of defective silencing 3 homolog (S. cerevisiae)
SUDS3",-,suppressor of defective silencing 3 homolog (S. cerevisiae),SUDS3
MGP005231,"51684 -
suppressor of fused homolog (Drosophila)
SUFU",-,suppressor of fused homolog (Drosophila),SUFU
MGP005678,"57794 -
SURP and G patch domain containing 1
SUGP1",-,SURP and G patch domain containing 1,SUGP1
MGP004399,"10910 -
SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)
SUGT1",-,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",SUGT1
MGP003020,"6817 
2.8.2.1| Reactants
sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1
SULT1A1",2.8.2.1| Reactants,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",SULT1A1
MGP003015,"6799 
2.8.2.1| Reactants
sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2
SULT1A2",2.8.2.1| Reactants,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2",SULT1A2
MGP003021,"6818 
2.8.2.1| Reactants
sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
SULT1A3",2.8.2.1| Reactants,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3",SULT1A3
MGP007237,"445329 
2.8.2.1| Reactants
sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4
SULT1A4",2.8.2.1| Reactants,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4",SULT1A4
MGP004953,"27284 
2.8.2.-
sulfotransferase family, cytosolic, 1B, member 1
SULT1B1",2.8.2.-,"sulfotransferase family, cytosolic, 1B, member 1",SULT1B1
MGP003022,"6819 
2.8.2.-
sulfotransferase family, cytosolic, 1C, member 2
SULT1C2",2.8.2.-,"sulfotransferase family, cytosolic, 1C, member 2",SULT1C2
MGP004941,"27233 
2.8.2.-
sulfotransferase family, cytosolic, 1C, member 4
SULT1C4",2.8.2.-,"sulfotransferase family, cytosolic, 1C, member 4",SULT1C4
MGP003008,"6783 
2.8.2.4| Reactants
sulfotransferase family 1E, estrogen-preferring, member 1
SULT1E1",2.8.2.4| Reactants,"sulfotransferase family 1E, estrogen-preferring, member 1",SULT1E1
MGP003025,"6822 
2.8.2.14| Reactants
sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1
SULT2A1",2.8.2.14| Reactants,"sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1",SULT2A1
MGP003023,"6820 
2.8.2.2| Reactants
sulfotransferase family, cytosolic, 2B, member 1
SULT2B1",2.8.2.2| Reactants,"sulfotransferase family, cytosolic, 2B, member 1",SULT2B1
MGP004766,"25830 
2.8.2.-
sulfotransferase family 4A, member 1
SULT4A1",2.8.2.-,"sulfotransferase family 4A, member 1",SULT4A1
MGP006965,"285362 
1.8.99.-| Reactants
sulfatase modifying factor 1
SUMF1",1.8.99.-| Reactants,sulfatase modifying factor 1,SUMF1
MGP004772,"25870 -
sulfatase modifying factor 2
SUMF2",-,sulfatase modifying factor 2,SUMF2
MGP003255,"7341 -
small ubiquitin-like modifier 1
SUMO1",-,small ubiquitin-like modifier 1,SUMO1
MGP002930,"6613 -
small ubiquitin-like modifier 2
SUMO2",-,small ubiquitin-like modifier 2,SUMO2
